	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY
1799.30.SD1.Soup1	9361.0	104	0.0	0	45.0	2
1799.59.N.SD.Pum.Soup1	12120.0	112	1.0	1	0.0	0
1799.95.SD.Pum2	15749.0	124	2.0	1	0.0	0
1799.83.N.SD.Pum23	12692.0	124	1.0	1	0.0	0
1799.55.SD24	7933.0	73	25.0	1	0.0	0
1799.22.N.SD18	9192.0	81	13.0	1	0.0	0
1799.133SD.Pum27	14262.0	99	261.0	2	0.0	0
1799.93.N.SD.Pum.Soup2	12626.0	96	1196.0	4	0.0	0
1799.D6.D6	11989.0	106	25.0	1	0.0	0
1799.70.N.SD.Pum10	25658.0	121	179.0	1	1.0	1
1799.20.N.SD16	29116.0	135	1.0	1	0.0	0
1799.94.SD.Pum1	14944.0	98	3.0	1	0.0	0
1799.130SD.Pum24	7776.0	86	397.0	3	0.0	0
1799.85.N.SD.Pum25	15542.0	105	1.0	1	0.0	0
1799.119.SD.Pum26	8755.0	87	1.0	1	0.0	0
1799.7.N.SD3	8557.0	92	21.0	2	0.0	0
1721.BMC.7.1T.26.3	218074.0	4928	1886.0	6	29.0	5
1721.BMC.7.5T.5.2	226410.0	4712	6.0	1	29.0	10
1721.B5M	271477.0	1613	600.0	5	1.0	1
1721.B8B	253873.0	3129	123.0	2	3.0	3
1721.B9M	238196.0	2393	60.0	1	2.0	2
1721.B9B	230140.0	1975	55.0	3	3.0	2
1721.B5B	211380.0	2800	6.0	3	0.0	0
1721.Soil.NIL.100.N.14.1	232378.0	5452	2902.0	8	23.0	7
1721.Soil.NIL.100.N.10.3	178459.0	4070	4.0	2	10.0	1
1721.BMC.7.1T.3.1	219970.0	5565	1.0	1	9.0	3
1721.Soil.NIL.100.N.22.1	205163.0	5125	0.0	0	37.0	7
1721.B24T	249684.0	2064	76.0	1	0.0	0
1721.BMC.7.5T.5.3	228278.0	5245	4.0	2	45.0	12
1721.BMC.7.5T.21.2	219746.0	4702	3.0	1	20.0	7
1721.BMC.7.5T.5.1	186455.0	4560	11.0	1	21.0	6
1721.BMC.8.5T.23.2	271699.0	5498	230.0	5	27.0	5
1721.BMC.8.1T.11.1	187416.0	5435	1.0	1	44.0	9
1721.BMC.7.5T.18.3	207464.0	4878	3.0	1	32.0	7
1721.BMC.8.1T.30.2	137627.0	4401	2.0	1	29.0	5
1721.BMC.7.1T.26.2	164422.0	5140	0.0	0	11.0	4
1721.BMC.7.5T.21.1	278998.0	6011	4.0	2	50.0	6
1721.Soil.NIL.100.N.14.3	168344.0	4466	1.0	1	75.0	5
1721.BMC.8.5T.17.1	226790.0	5716	2.0	1	19.0	2
1721.BMC.8.5T.2.1	198316.0	5029	0.0	0	13.0	3
1721.BMC.7.5T.21.3	209002.0	4438	3.0	2	27.0	6
1721.BMC.8.1T.11.3	203008.0	4388	2.0	2	31.0	11
1721.BMC.7.1T.20.3	136834.0	3251	11.0	2	12.0	1
1721.Soil.NIL.100.N.10.2	96329.0	3616	2.0	1	9.0	5
1721.Soil.NIL.100.N.14.2	216353.0	4479	0.0	0	28.0	6
1721.BMC.7.1T.26.1	158050.0	4740	0.0	0	18.0	5
1721.BMC.7.5T.18.1	154129.0	4687	0.0	0	36.0	5
1721.BMC.7.1T.20.1	177444.0	4968	2.0	2	29.0	4
1721.B25B	165506.0	3997	17.0	2	5.0	2
1721.BMC.8.5T.2.2	162735.0	4824	4.0	1	10.0	4
1721.BMC.8.5T.17.2	251249.0	5278	22.0	1	43.0	6
1721.BMC.8.1T.11.2	185467.0	5347	0.0	0	37.0	5
1721.B19B	192251.0	3414	6.0	2	3.0	1
1721.Soil.NIL.100.N.10.1	188298.0	3879	1.0	1	14.0	7
1721.BMC.7.5T.18.2	254161.0	5248	33.0	3	24.0	6
1721.BMC.8.5T.23.1	234835.0	5330	75.0	3	32.0	9
1721.BMC.7.1T.3.2	248833.0	5700	0.0	0	40.0	5
1721.BMC.7.1T.3.3	128122.0	4687	5.0	1	12.0	3
1721.BMC.8.5T.23.3	297002.0	5631	2.0	2	35.0	8
1721.BMC.8.5T.2.3	141232.0	4880	6.0	1	9.0	4
1721.BMC.7.1T.20.2	178648.0	4773	2.0	2	19.0	5
1721.BMC.8.5T.17.3	270888.0	5182	4.0	2	39.0	6
1721.Soil.NIL.100.N.22.3	202561.0	4885	0.0	0	37.0	10
1721.B20B	344468.0	3266	27.0	2	6.0	2
1721.BMC.8.1T.30.1	221898.0	5601	0.0	0	36.0	6
1721.BMC.8.1T.30.3	198960.0	4493	0.0	0	45.0	5
1721.Soil.NIL.100.N.22.2	162900.0	3897	0.0	0	6.0	6
1721.B15B	271951.0	4156	20.0	2	22.0	3
1721.B3B	234995.0	1752	4.0	2	1.0	1
1721.B30B	191756.0	4588	159.0	4	9.0	4
1721.B4B	204295.0	1665	6.0	1	2.0	1
1721.R10B	120278.0	3818	3.0	2	6.0	3
1721.S5M	93100.0	3308	6.0	1	12.0	2
1721.S3T	69043.0	2948	2.0	2	3.0	1
1721.S1T	86204.0	2973	15.0	3	7.0	1
1721.R23T	81057.0	3432	4.0	1	1.0	1
1721.R7T	82441.0	3157	3.0	1	7.0	4
1721.R12M	64892.0	3519	2.0	2	0.0	0
1721.R10M	98838.0	3644	4.0	2	3.0	3
1721.B19T	216747.0	2228	545.0	5	4.0	2
1721.R24T	119439.0	3995	3.0	1	0.0	0
1721.S12M	93112.0	2337	1.0	1	0.0	0
1721.S11B	90278.0	2871	10.0	3	5.0	4
1721.S1M	82288.0	2843	1.0	1	10.0	3
1721.R6T	108690.0	4164	6.0	2	9.0	5
1721.S8B	81679.0	2722	17.0	2	5.0	2
1721.R11M	98371.0	4004	7.0	1	3.0	2
1721.S7M	103383.0	2959	0.0	0	6.0	3
1721.R17M	66517.0	3517	7.0	2	2.0	1
1721.B25M	266669.0	3934	19.0	2	5.0	2
1721.S19T	93408.0	2532	3.0	1	10.0	1
1721.S18T	123617.0	2511	13.0	1	0.0	0
1721.R3T	90957.0	3045	0.0	0	9.0	3
1721.S20B	80689.0	2727	3.0	3	5.0	3
1721.S9M	93897.0	3635	6.0	2	7.0	3
1721.S19M	74625.0	2074	14.0	1	3.0	1
1721.S12B	75044.0	2562	5.0	2	7.0	3
1721.S16B	103406.0	2635	3.0	1	6.0	3
1721.S11T	96065.0	2810	6.0	1	12.0	3
1721.S22T	96760.0	2717	5.0	1	14.0	3
1721.S8M	88037.0	3519	5.0	2	3.0	3
1721.S30M	70057.0	2342	8.0	2	1.0	1
1721.S17B	98425.0	2749	9.0	2	6.0	1
1721.R15B	61671.0	2652	3.0	1	1.0	1
1721.R9T	93421.0	4442	3.0	1	3.0	3
1721.S10B	102896.0	3305	8.0	3	6.0	3
1721.S7T	32290.0	1878	2.0	1	1.0	1
1721.S17M	96909.0	2425	35.0	2	9.0	2
1721.S21M	102687.0	2091	72.0	3	12.0	2
1721.S15B	102529.0	3058	7.0	2	19.0	6
1721.S22B	82913.0	1253	1.0	1	0.0	0
1721.S7B	84870.0	3035	0.0	0	16.0	2
1721.R6B	101170.0	4084	0.0	0	3.0	2
1721.R26M	125756.0	4240	7.0	1	6.0	6
1721.S12T	84286.0	2519	0.0	0	8.0	2
1721.S2M	89429.0	2990	9.0	1	6.0	2
1721.R29M	81360.0	3555	4.0	1	6.0	2
1721.S4B	76800.0	2993	4.0	1	14.0	3
1721.S6T	74489.0	2364	7.0	1	7.0	2
1721.S8T	73533.0	3611	1.0	1	11.0	5
1721.S1B	78229.0	2747	14.0	2	0.0	0
1721.R15M	105849.0	4016	3.0	2	6.0	5
1721.R24B	75179.0	2834	8.0	2	1.0	1
1721.R11B	77750.0	3793	3.0	2	0.0	0
1721.R30B	82088.0	3531	1.0	1	1.0	1
1721.S9B	87455.0	3257	2.0	1	8.0	4
1721.R9B	97824.0	3818	5.0	1	6.0	3
1721.R13T	93863.0	2597	12.0	1	0.0	0
1721.R25B	104723.0	4258	2.0	1	4.0	2
1721.S6M	76366.0	2879	5.0	2	7.0	1
1721.S5B	70815.0	3324	4.0	1	1.0	1
1721.R9M	133335.0	4216	3.0	1	11.0	4
1721.R16B	85381.0	3422	0.0	0	2.0	1
1721.R28T	80143.0	3044	1.0	1	2.0	2
1721.S10M	106113.0	3055	12.0	2	3.0	1
1721.S11M	72495.0	2788	1.0	1	10.0	4
1721.S19B	74940.0	2447	22.0	2	6.0	2
1721.R28M	106625.0	3648	2.0	1	5.0	3
1721.S18M	120895.0	3569	8.0	2	4.0	3
1721.R6M	95005.0	4116	3.0	3	7.0	5
1721.S5T	97443.0	2285	0.0	0	30.0	3
1721.R18B	98260.0	3646	8.0	2	0.0	0
1721.R5M	119980.0	4130	4.0	2	2.0	2
1721.R1M	76541.0	2873	2.0	1	2.0	1
1721.R2B	91142.0	3715	0.0	0	2.0	2
1721.S9T	77931.0	2962	0.0	0	9.0	2
1721.R27B	80092.0	3672	8.0	2	0.0	0
1721.R2M	60913.0	3139	4.0	1	0.0	0
1721.R30M	115419.0	4355	7.0	3	2.0	2
1721.R14T	92161.0	3009	2.0	2	3.0	3
1721.S23M	121194.0	2996	19.0	1	1.0	1
1721.R22B	98211.0	3390	3.0	2	2.0	2
1721.R12T	80516.0	3923	2.0	1	1.0	1
1721.R16M	51313.0	2752	1.0	1	5.0	4
1721.S14M	80588.0	2303	1.0	1	2.0	1
1721.R7M	65718.0	2337	3.0	1	1.0	1
1721.S22M	117049.0	2534	13.0	1	0.0	0
1721.B11T	212982.0	1915	92.0	2	0.0	0
1721.S10T	92428.0	3259	12.0	2	7.0	2
1721.S4T	95816.0	2697	3.0	1	8.0	4
1721.S23B	94180.0	2170	5.0	1	29.0	3
1721.R17B	62782.0	3103	5.0	3	1.0	1
1721.B17T	226410.0	2178	234.0	2	4.0	1
1721.R21M	77170.0	4214	4.0	2	0.0	0
1721.S15T	78520.0	2979	1.0	1	10.0	3
1721.R17T	81384.0	2559	3.0	1	5.0	2
1721.B4M	233055.0	1581	2.0	1	1.0	1
1721.B3T	191114.0	1815	509.0	4	0.0	0
1721.S24B	92938.0	2499	3.0	1	2.0	2
1721.R18M	104521.0	4459	6.0	1	8.0	4
1721.S24T	96855.0	2039	7.0	1	1.0	1
1721.B21B	275371.0	1955	1168.0	3	1.0	1
1721.B8T	220805.0	2330	103.0	1	0.0	0
1721.S4M	70249.0	2834	4.0	1	12.0	3
1721.B29T	195414.0	2064	2038.0	5	0.0	0
1721.S24M	82776.0	2154	0.0	0	16.0	2
1721.S3B	78400.0	2963	5.0	2	6.0	3
1721.B18T	220695.0	3435	84.0	1	1.0	1
1721.B7M	218017.0	3992	10.0	2	28.0	3
1721.B19M	181135.0	1946	80.0	2	0.0	0
1721.B15T	314343.0	2098	144.0	2	5.0	2
1721.B21M	170646.0	1487	0.0	0	1.0	1
1721.B16B	179722.0	1444	37.0	2	0.0	0
1721.B17B	133750.0	2303	11.0	1	2.0	2
1721.B18B	332031.0	1482	39.0	4	0.0	0
1721.B12T	274281.0	1596	0.0	0	1.0	1
1721.B11M	229076.0	2507	3.0	1	2.0	1
1721.B24B	299389.0	1495	26.0	1	0.0	0
1721.B12B	263699.0	1799	13.0	2	0.0	0
1721.B26M	193587.0	2253	1.0	1	0.0	0
1721.B20T	251708.0	1868	6.0	2	5.0	2
1721.B27B	212337.0	2847	901.0	3	0.0	0
1721.B8M	224423.0	2606	2.0	1	0.0	0
1721.B24M	187027.0	3017	2.0	1	3.0	2
1721.B29B	192576.0	2752	9.0	1	4.0	1
1721.B18M	169220.0	1279	1.0	1	0.0	0
1721.B30T	197130.0	2855	82.0	1	2.0	2
1721.B25T	197691.0	1789	15.0	1	0.0	0
1721.B7B	189895.0	2268	2.0	1	0.0	0
1721.B6T	217357.0	1844	3.0	1	0.0	0
1721.B17M	210185.0	2765	5.0	1	0.0	0
1721.B29M	129161.0	2603	2.0	1	0.0	0
1721.B2M	265051.0	2469	0.0	0	1.0	1
1721.B26T	175079.0	2618	1.0	1	0.0	0
1721.B20M	204505.0	2853	38.0	2	1.0	1
1721.B4T	189553.0	2144	3.0	2	0.0	0
1721.B2T	148827.0	2088	2.0	1	0.0	0
1721.B5T	253191.0	1868	1695.0	7	1.0	1
1721.B23M	328963.0	2114	9.0	1	0.0	0
1721.B16T	200664.0	2618	1.0	1	0.0	0
1721.B3M	170912.0	1878	521.0	3	0.0	0
1721.B16M	155141.0	1226	458.0	4	0.0	0
1721.B23T	225715.0	2399	128.0	1	0.0	0
1721.R22M	117309.0	3780	1.0	1	3.0	3
1721.B7T	211196.0	1958	1266.0	7	0.0	0
1721.B12M	304654.0	1826	1488.0	6	32.0	1
1721.R3B	66745.0	2805	2.0	2	1.0	1
1721.S13M	71869.0	1815	0.0	0	8.0	1
1721.R15T	83993.0	3935	13.0	2	2.0	1
1721.R4M	92595.0	3021	1.0	1	3.0	2
1721.R8B	101729.0	4246	7.0	2	4.0	1
1721.S2T	78777.0	2620	8.0	1	1.0	1
1721.R1B	51262.0	2578	1.0	1	1.0	1
1721.R8M	74487.0	2009	0.0	0	1.0	1
1721.R1T	86987.0	2960	2.0	2	5.0	1
1721.S6B	74609.0	3289	5.0	1	10.0	3
1721.R20B	69047.0	2619	8.0	1	7.0	2
1721.S20T	95154.0	2620	4.0	2	20.0	3
1721.R25M	77849.0	2986	9.0	1	0.0	0
1721.R23B	91090.0	4092	4.0	1	6.0	5
1721.R4B	97822.0	3346	3.0	3	2.0	2
1721.S13T	85530.0	2720	147.0	5	6.0	2
1721.S17T	78881.0	2750	2.0	1	2.0	1
1721.R13B	77847.0	2695	1.0	1	3.0	2
1721.S20M	84889.0	2318	1.0	1	7.0	2
1721.S2B	61036.0	2886	7.0	2	7.0	2
1721.R12B	1360.0	572	0.0	0	1.0	1
1721.R4T	73700.0	1400	0.0	0	1.0	1
1721.S16M	70915.0	2798	0.0	0	4.0	1
1721.S21B	111789.0	2540	0.0	0	10.0	1
1721.S14B	83897.0	2330	2.0	2	0.0	0
1721.S18B	96968.0	2078	6.0	1	3.0	2
1721.R20M	60894.0	2059	0.0	0	1.0	1
1721.R27M	55253.0	1156	10.0	1	0.0	0
1721.S3M	104040.0	351	0.0	0	2.0	1
1721.B6B	167000.0	1268	1.0	1	0.0	0
1721.B11B	185448.0	1416	197.0	3	0.0	0
1721.B9T	183972.0	1514	675.0	6	0.0	0
1721.S25T	69883.0	406	829.0	9	83.0	1
1721.S16T	57362.0	394	356.0	3	0.0	0
1721.S28T	14202.0	63	1.0	1	0.0	0
1721.S27M	15086.0	57	767.0	4	0.0	0
1721.S29B	30775.0	101	2.0	1	0.0	0
1713.McG.L3B1020	12465.0	707	1.0	1	0.0	0
1713.McG.L2K1020	13837.0	1141	0.0	0	4.0	1
1713.McG.L3K210	10547.0	1125	1.0	1	0.0	0
1713.McG.L2N210	12257.0	856	0.0	0	1.0	1
1713.McG.L3M02	13360.0	1399	0.0	0	2.0	1
1713.McG.L3M210	12319.0	1109	0.0	0	1.0	1
1627.AYC	32887.0	363	0.0	0	1.0	1
1627.KZC2	78056.0	2386	0.0	0	111.0	5
1627.SMXC	60620.0	1810	12.0	2	19.0	1
1627.BGC	86570.0	1651	0.0	0	122.0	6
1627.RWC	62674.0	2453	0.0	0	39.0	1
1627.RBC	68323.0	1355	0.0	0	1.0	1
1627.KZC1	65414.0	2055	0.0	0	66.0	5
1627.LMC	75977.0	1957	2.0	2	10.0	2
1627.ZCCK3	68413.0	3657	0.0	0	2.0	1
1627.DZC	45903.0	870	2.0	2	3.0	2
1627.DRBC	64675.0	1499	0.0	0	6.0	2
1627.LBC1	71868.0	1854	1.0	1	4.0	2
1627.ZCCK1	79125.0	2189	0.0	0	1.0	1
1627.LC	72498.0	1624	1.0	1	17.0	5
1627.GZC	67328.0	867	0.0	0	3.0	2
1627.DC	43476.0	460	525.0	3	0.0	0
1240.1305TCDNA	30854.0	467	8.0	1	0.0	0
1240.0102TCDNA	125766.0	3288	4.0	2	0.0	0
1240.2601TCDNA	98305.0	3254	1.0	1	1.0	1
1240.0802BCDNA	50616.0	1577	1.0	1	0.0	0
1240.0803TCDNA	119848.0	2203	1.0	1	0.0	0
1240.0911BCDNA	137292.0	1997	9.0	1	0.0	0
1240.0707B	221082.0	1240	7.0	2	0.0	0
1240.2408T	76543.0	1259	1.0	1	0.0	0
1240.0912TCDNA	389316.0	5185	6.0	3	1.0	1
1240.0707T	65536.0	718	2.0	1	0.0	0
1240.1307B	63177.0	967	4.0	1	0.0	0
1240.2209T	82235.0	1196	2.0	1	0.0	0
1240.1409BCDNA	92238.0	1319	4.0	1	0.0	0
1240.1208B	85960.0	1221	1.0	1	0.0	0
1240.1910BCDNA	44029.0	1337	3.0	1	0.0	0
1240.0505TCDNA	253011.0	1788	1.0	1	0.0	0
1240.0803BCDNA	211995.0	2263	5.0	1	1.0	1
1240.0911B	60714.0	943	1.0	1	0.0	0
1240.1910B	66723.0	1576	5.0	1	0.0	0
1240.1512TCDNA	61735.0	2388	4.0	3	2.0	1
1240.0103BCDNA	142741.0	2022	3.0	1	0.0	0
1240.1409B	297917.0	1473	4.0	1	0.0	0
1240.1204BCDNA	553047.0	2228	8.0	1	0.0	0
1240.2112BCDNA	118275.0	2082	7.0	1	0.0	0
1240.0704BCDNA	129633.0	1424	1.0	1	0.0	0
1240.2610B	229277.0	1922	3.0	1	0.0	0
1240.2610TCDNA	63623.0	1490	1.0	1	0.0	0
1240.1512BCDNA	657762.0	3561	9.0	2	0.0	0
1240.2112TCDNA	122824.0	2695	0.0	0	1.0	1
1240.1307TCDNA	72494.0	897	2.0	1	0.0	0
1240.1101BCDNA	67675.0	1767	7.0	1	0.0	0
1240.2704TCDNA	31100.0	800	18.0	1	0.0	0
1240.0103TCDNA	149420.0	2857	2.0	1	0.0	0
1240.0102BCDNA	350517.0	3089	18.0	4	0.0	0
1240.1210TCDNA	590036.0	3097	1.0	1	0.0	0
1240.1910T	625540.0	2940	1.0	1	0.0	0
1240.1210T	81792.0	1606	2.0	2	0.0	0
1240.0710TCDNA	51313.0	1044	1.0	1	0.0	0
1240.0802TCDNA	94707.0	2956	8.0	3	0.0	0
1240.1101TCDNA	84760.0	2332	1.0	1	0.0	0
1240.0206TCDNA	54087.0	701	9.0	1	2.0	1
1240.1801TCDNA	75232.0	3635	2.0	2	0.0	0
1240.1503TCDNA	44018.0	1125	1.0	1	0.0	0
1240.1204TCDNA	213715.0	1617	1.0	1	2.0	2
1240.0802B	83154.0	1850	8.0	3	0.0	0
1240.2004TCDNA	367105.0	1599	2.0	1	0.0	0
1240.2209TCDNA	47376.0	1244	1.0	1	1.0	1
1240.2601B	102411.0	1637	12.0	2	0.0	0
1240.0803B	170990.0	1758	6.0	2	0.0	0
1240.0109T	129859.0	806	1.0	1	0.0	0
1240.0102B	57420.0	1181	3.0	1	0.0	0
1240.0401BCDNA	77245.0	2010	1.0	1	0.0	0
1240.0401B	213122.0	1802	3.0	1	0.0	0
1240.0710BCDNA	168928.0	1530	2.0	1	0.0	0
1240.1101B	544217.0	2819	12.0	1	0.0	0
1240.2809B	65485.0	915	1.0	1	0.0	0
1240.2906B	144781.0	861	2.0	2	0.0	0
1240.1801BCDNA	66249.0	1854	2.0	1	0.0	0
1240.2601BCDNA	44582.0	1400	10.0	1	0.0	0
1240.0806BCDNA	49968.0	832	4.0	1	0.0	0
1240.2112B	116581.0	1468	1.0	1	0.0	0
1240.1305BCDNA	51895.0	930	1.0	1	0.0	0
1240.2105T	27101.0	595	1.0	1	0.0	0
1240.0505T	27446.0	538	1.0	1	0.0	0
1240.2809BCDNA	80729.0	1181	0.0	0	1.0	1
1240.1801B	118049.0	1961	3.0	2	0.0	0
1240.0206BCDNA	40138.0	629	34.0	2	0.0	0
1240.1204B	91438.0	1150	2.0	1	0.0	0
1240.2604T	35882.0	673	1.0	1	0.0	0
1240.0806B	19724.0	538	1.0	1	0.0	0
1240.0912B	111471.0	1512	6.0	1	0.0	0
1240.1503B	41547.0	1041	3.0	2	0.0	0
1240.2704B	22762.0	702	3.0	1	0.0	0
1240.2206B	87453.0	864	1.0	1	0.0	0
1240.0912BCDNA	131202.0	1909	3.0	1	0.0	0
1240.1512B	82266.0	1410	1.0	1	0.0	0
1240.2004BCDNA	47176.0	867	1.0	1	0.0	0
1240.0505BCDNA	45561.0	804	1.0	1	0.0	0
1240.2906BCDNA	52726.0	710	0.0	0	1.0	1
1240.2704BCDNA	83400.0	264	72.0	3	0.0	0
1031.CHDF1	90561.0	3044	0.0	0	4.0	2
1031.HJDF2	131574.0	4160	1.0	1	2.0	2
1031.CHDF2	128336.0	3333	0.0	0	2.0	2
1031.CHDF3	129146.0	2694	0.0	0	2.0	1
1031.HJRA.1	142889.0	4382	0.0	0	1.0	1
1031.HJDF.1	162057.0	4045	0.0	0	4.0	3
1031.CHRA3	94848.0	2719	0.0	0	3.0	2
1711.KAJ1.1	17051.0	2356	5.0	3	1.0	1
1711.KFM8.2	34018.0	3183	1.0	1	0.0	0
1711.KAJ4.2	13300.0	2344	0.0	0	2.0	1
1711.KAJ6.3	13291.0	2099	1.0	1	2.0	2
1711.KAJ9.1	14647.0	2213	3.0	1	0.0	0
1711.KFM7.2	23139.0	3100	1.0	1	0.0	0
1711.KAJ4.3	16404.0	2895	0.0	0	3.0	2
1711.KAJ3.2	13475.0	1648	0.0	0	8.0	2
1711.KAM1.1	15699.0	1968	0.0	0	5.0	3
1711.KFM1.2	26285.0	2616	0.0	0	3.0	1
1711.KAM6.2	27130.0	1552	0.0	0	5.0	2
1711.KAJ5.1	10069.0	721	1.0	1	8.0	2
1711.KFM6.3	25331.0	2395	11.0	1	0.0	0
1711.KAJ7.2	15051.0	2293	0.0	0	1.0	1
1711.KAM5.3	27122.0	2087	0.0	0	5.0	3
1711.KAJ1.3	11418.0	1778	0.0	0	3.0	1
1711.KFM5.2	16364.0	2464	2.0	1	0.0	0
1711.KAJ9.3	17153.0	2462	2.0	1	0.0	0
1711.KAJ8.1	13488.0	2033	3.0	1	0.0	0
1711.KFM6.2	23038.0	2698	3.0	1	0.0	0
1711.KAJ5.2	15842.0	1495	3.0	1	6.0	3
1711.KAJ1.2	14390.0	1223	21.0	2	6.0	1
1711.KAM5.2	26294.0	2503	0.0	0	5.0	3
1711.KAJ3.3	13137.0	1556	0.0	0	3.0	1
1711.KAJ5.3	18146.0	2064	0.0	0	18.0	3
1711.KAJ2.3	10595.0	2103	0.0	0	6.0	2
1711.KAM2.1	12492.0	2106	0.0	0	2.0	2
1711.KAM5.1	17897.0	2000	3.0	1	3.0	1
1711.KAJ6.2	8556.0	1241	8.0	1	2.0	1
1711.KFM2.1	21747.0	2506	4.0	1	0.0	0
1711.KAM4.3	17200.0	2094	3.0	1	0.0	0
1711.KAJ2.1	14224.0	2079	2.0	1	1.0	1
1711.KAJ3.1	11319.0	1717	0.0	0	4.0	2
1711.KAJ8.2	13110.0	979	0.0	0	1.0	1
1734.LD.NBS1086E	51452.0	1511	1902.0	7	0.0	0
1734.LD.NBS1055E	57098.0	983	195.0	3	0.0	0
1734.LD.NBS1060E	67152.0	674	411.0	2	0.0	0
1734.BD.NBS1086	135279.0	817	1434.0	3	1.0	1
1734.LD.NBS1054E	90661.0	1060	451.0	6	0.0	0
1734.BD.ERD509	102459.0	386	5326.0	4	3.0	1
1734.LD.Carsow1	93048.0	627	25.0	2	0.0	0
1734.LD.NBS1073B	90207.0	273	76.0	2	0.0	0
1734.BD.ERD506	144207.0	784	11.0	2	0.0	0
1734.BD.NBS1059	63129.0	692	117.0	4	0.0	0
1734.BD.NBS1055	51526.0	744	70.0	5	0.0	0
1734.LD.NBS1084B	127855.0	458	30.0	1	12.0	1
1734.LD.NBS1080E	98464.0	531	429.0	3	0.0	0
1734.LD.DTS1224	96216.0	502	77.0	1	2.0	1
1734.LD.Stulil2	66322.0	1130	10.0	3	0.0	0
1734.BD.ERD504	104600.0	1873	33.0	2	0.0	0
1734.LD.NBS1074E	79799.0	476	22.0	2	0.0	0
1734.BD.ERD507	75371.0	697	4990.0	7	0.0	0
1734.LD.NBS1069E	81408.0	423	898.0	6	21.0	1
1734.LD.Glosor1	82881.0	248	2.0	2	0.0	0
1734.LD.NBS1079E	63543.0	683	126.0	3	0.0	0
1734.LD.Sl1	139724.0	538	12.0	2	0.0	0
1734.LD.Artlit1	100671.0	621	26.0	2	23.0	3
1734.LD.QCAZ.M51307	89034.0	258	1.0	1	4.0	1
1734.LD.QCAZ.M51309	77722.0	384	44641.0	2	0.0	0
1734.BD.NBS1052	104784.0	260	12.0	2	0.0	0
1734.BD.ERD502	114926.0	245	1.0	1	1.0	1
1734.LD.Urobil1	124744.0	325	9.0	2	0.0	0
1734.LD.Glosor2	47785.0	674	7.0	1	1.0	1
1734.LD.NBS1049B	102010.0	343	2.0	1	0.0	0
1734.BD.ERD511	75655.0	581	2978.0	4	0.0	0
1734.LD.QCAZ.M50991	64071.0	362	803.0	5	0.0	0
1734.BD.ERD503	71511.0	364	233.0	2	0.0	0
1734.LD.NBS1083E	114218.0	444	15.0	2	0.0	0
1734.LD.DTS1221	92044.0	684	479.0	6	1.0	1
1734.LD.DTS1222	66584.0	388	109.0	3	10.0	1
1734.BD.ERD505	88656.0	353	11163.0	3	0.0	0
1734.LD.Ptepar1	68188.0	623	146.0	5	0.0	0
1734.LD.QCAZ.M50990	92613.0	283	2.0	1	0.0	0
1734.BD.NBS1054	88306.0	476	3.0	1	0.0	0
1734.LD.DTS1230	94405.0	353	54.0	4	0.0	0
1734.LD.NBS1068E	79724.0	367	45.0	4	0.0	0
1734.BD.NBS1051	28485.0	256	81.0	3	0.0	0
1734.LD.NBS1062E	99524.0	229	69.0	1	0.0	0
1734.LD.NBS1047C	68146.0	318	13.0	2	30.0	1
1734.BD.ERD510	77517.0	238	59.0	2	0.0	0
1734.LD.NBS1051E	49329.0	318	12.0	3	6.0	1
1734.LD.NBS1051F	67017.0	362	497.0	6	0.0	0
1734.LD.DTS1225	111364.0	392	1267.0	4	0.0	0
1734.LD.NBS1067E	109059.0	265	2.0	2	0.0	0
1734.LD.NBS1076E	131762.0	297	388.0	1	2377.0	8
1734.LD.Ptepar2	90516.0	428	116.0	3	0.0	0
1734.LD.Perkap1	105394.0	247	3.0	1	0.0	0
1734.LD.NBS1081E	81714.0	198	22.0	2	9.0	1
1734.BD.NBS1062	92105.0	234	28.0	3	0.0	0
1734.LD.QCAZ.M50993	67426.0	342	129.0	1	0.0	0
1734.LD.NBS1053E	85074.0	249	20.0	2	0.0	0
1734.LD.NBS1070E	65307.0	233	11456.0	5	0.0	0
1734.LD.DTS1220	100371.0	361	3417.0	3	156.0	1
1734.BD.NBS1076	121399.0	215	225.0	2	0.0	0
1734.LD.QCAZ.M51303	101929.0	237	11714.0	3	0.0	0
1734.BD.ERD501	86791.0	150	4.0	2	0.0	0
1734.BLANK.13	4.0	3	1.0	1	0.0	0
1734.BD.NBS1073	167.0	19	2.0	1	0.0	0
1734.BLANK.11	11.0	4	1.0	1	0.0	0
1734.Ext.BLANK	58.0	42	4.0	1	0.0	0
1033.Antarctic.soil.10A.2.1	500198.0	4458	0.0	0	489.0	3
1033.Antarctic.soil.5C.1.7	205630.0	2824	0.0	0	107.0	2
1033.Antarctic.soil.3B.7.2	179045.0	2061	0.0	0	46.0	1
1033.Antarctic.soil.4C.6.4	162998.0	1707	3.0	1	10.0	1
1235.sp1527	185621.0	1239	4.0	3	0.0	0
1235.sp1591	265868.0	1259	1.0	1	0.0	0
1235.sp1557	239863.0	911	1.0	1	1.0	1
1235.sp1615	177816.0	1214	6.0	1	0.0	0
1235.sp1566	229444.0	1562	1.0	1	1.0	1
1235.sp0317	538744.0	1632	7.0	2	2.0	1
1235.sp1933	220803.0	1106	1.0	1	0.0	0
