	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	temp
1883.2011.469.Crump.Artic.LTREB.main.lane4.NoIndex	55510.0	850	3.0	2	0.0	0	15.2
1883.2011.47.Crump.Artic.LTREB.main.lane4.NoIndex	66646.0	1099	1.0	1	0.0	0	14.6
1883.2011.472.Crump.Artic.LTREB.main.lane4.NoIndex	51239.0	1495	1.0	1	1.0	1	11.3
1883.2011.474.Crump.Artic.LTREB.main.lane4.NoIndex	56016.0	698	1.0	1	0.0	0	14.5
1883.2011.476.Crump.Artic.LTREB.main.lane4.NoIndex	41494.0	531	0.0	0	3.0	1	9.4
1883.2011.477.Crump.Artic.LTREB.main.lane4.NoIndex	51811.0	621	5.0	2	5.0	1	10.5
1883.2011.479.Crump.Artic.LTREB.main.lane4.NoIndex	60277.0	1204	1.0	1	1.0	1	8.4
1883.2011.481.Crump.Artic.LTREB.main.lane4.NoIndex	64412.0	516	27.0	3	0.0	0	8.4
1883.2011.483.Crump.Artic.LTREB.main.lane4.NoIndex	64089.0	848	1.0	1	0.0	0	9.1
1883.2011.485.Crump.Artic.LTREB.main.lane4.NoIndex	71068.0	841	1.0	1	0.0	0	10.5
1883.2011.487.Crump.Artic.LTREB.main.lane4.NoIndex	70589.0	999	0.0	0	1.0	1	9.9
1883.2011.493.Crump.Artic.LTREB.main.lane4.NoIndex	91309.0	1569	1.0	1	1.0	1	4.8
1883.2011.495.Crump.Artic.LTREB.main.lane4.NoIndex	59761.0	747	1.0	1	0.0	0	4.9
1883.2011.496.Crump.Artic.LTREB.main.lane4.NoIndex	51125.0	1430	4.0	1	0.0	0	1.8
1883.2011.497.Crump.Artic.LTREB.main.lane4.NoIndex	83856.0	815	0.0	0	1.0	1	5.1
1883.2011.498.Crump.Artic.LTREB.main.lane4.NoIndex	57856.0	1758	1.0	1	1.0	1	4.4
1883.2011.499.Crump.Artic.LTREB.main.lane4.NoIndex	67906.0	957	1.0	1	0.0	0	11.2
1883.2011.502.Crump.Artic.LTREB.main.lane4.NoIndex	76897.0	2490	0.0	0	2.0	1	11.4
1883.2011.53.Crump.Artic.LTREB.main.lane4.NoIndex	40731.0	791	0.0	0	3.0	2	7.4
1883.2011.531.Crump.Artic.LTREB.main.lane4.NoIndex	65570.0	2593	2.0	2	5.0	2	7.9
1883.2011.532.Crump.Artic.LTREB.main.lane4.NoIndex	119616.0	2761	0.0	0	4.0	2	6.9
1883.2011.534.Crump.Artic.LTREB.main.lane4.NoIndex	60135.0	1083	0.0	0	1.0	1	7.7
1883.2011.535.Crump.Artic.LTREB.main.lane3.NoIndex	101483.0	3392	0.0	0	7.0	2	6.1
1883.2011.536.Crump.Artic.LTREB.main.lane3.NoIndex	76048.0	831	1.0	1	1.0	1	2.0
1883.2011.537.Crump.Artic.LTREB.main.lane3.NoIndex	110163.0	2493	12.0	2	5.0	1	0.45
1883.2011.538.Crump.Artic.LTREB.main.lane3.NoIndex	99906.0	918	0.0	0	1.0	1	2.5
2080.S16D4611	24713.0	818	5.0	2	1.0	1	2.139
2080.S16D765	26043.0	719	2.0	1	0.0	0	6.007999999999999
2080.S16D90	23141.0	751	2.0	1	0.0	0	24.6294
2080.S24D2085	23387.0	652	7.0	2	0.0	0	3.4739
2080.S24D365	22495.0	457	0.0	0	62.0	2	9.7522
2080.S24D85	20492.0	704	1.0	1	0.0	0	24.9967
2080.S26D350.400	24175.0	670	6.0	1	0.0	0	10.18475
2080.S30D2085	24022.0	743	5.0	1	0.0	0	3.517
2080.S30D215	27088.0	787	6.0	1	0.0	0	17.0833
2080.S30D60	24185.0	554	3.0	1	0.0	0	26.3541
2080.S33D2585	23488.0	639	6.0	1	0.0	0	2.9015
2080.S33D60.85	31932.0	674	3.0	1	0.0	0	25.31425
2080.S39D435	23825.0	698	1.0	1	0.0	0	13.9298
2080.S39D5329	26332.0	540	2.0	2	0.0	0	2.0347
2080.S39D60.85	20969.0	642	0.0	0	1.0	1	24.7166
2080.S42D60.85	25948.0	561	4.0	2	0.0	0	24.1018
2080.S42D735	28684.0	690	3.0	1	0.0	0	10.0195
2080.S48D2335	24671.0	482	4.0	1	0.0	0	3.3266
2080.S48D835	24424.0	512	5.0	1	0.0	0	8.9626
2080.S54D2585	25424.0	611	7.0	1	0.0	0	3.2469
2080.S54D365	23084.0	711	1.0	1	0.0	0	17.403
2080.S54D60.85	30468.0	656	1.0	1	0.0	0	19.7047
2080.S57D3700	20199.0	468	4.0	1	0.0	0	2.3536
2080.S60D315	24624.0	718	1.0	1	0.0	0	17.9958
2080.S60D5450	28145.0	729	5.0	1	0.0	0	2.2251
2080.S60D5450.2	23757.0	714	14.0	1	0.0	0	2.2251
2080.S63D2585	19951.0	671	9.0	1	0.0	0	3.3211
2080.S63D435	25339.0	783	4.0	1	0.0	0	12.3778
2080.S63D60.85	23204.0	673	1.0	1	0.0	0	15.48305
2080.S71D2500	22469.0	572	1.0	1	0.0	0	3.2646
2080.S71D350.400	26867.0	926	6.0	1	0.0	0	9.5295
2080.S71D4336	25803.0	670	2.0	1	0.0	0	2.2397
2300.BB.04.anus	104078.0	437	7.0	2	6.0	1	91.4
2300.BB.04.colon	126511.0	410	8.0	4	0.0	0	91.4
2300.BB.04.equip	1.0	1	0.0	0	1.0	1	91.4
2300.BB.05.anus	152508.0	653	63.0	5	3.0	1	92.9
2300.BB.05.equip	11.0	6	1.0	1	0.0	0	92.9
2300.BB.05.lavage20	115955.0	392	3.0	1	0.0	0	92.9
2300.BB.05.lavageRNA	56302.0	301	13.0	2	3.0	1	92.9
2300.BB.08.anus	106467.0	575	54.0	7	121.0	4	97.2
2300.BB.08.equip	11.0	7	1.0	1	0.0	0	97.2
2300.BB.08.lavage20	107599.0	539	77.0	4	1985.0	7	97.2
2300.BB.4061.anus	107473.0	1503	1478.0	9	103.0	3	95.5
2300.BB.4061.equip	8.0	5	0.0	0	1.0	1	95.5
2300.BB.4061.lavage20	89410.0	464	257.0	8	76.0	6	95.5
2300.BB.4085.anus	73756.0	472	607.0	9	74.0	4	93.0
2300.BB.4085.colon	169894.0	530	221.0	10	0.0	0	93.0
2300.BB.4085.lavage100	31467.0	268	22.0	3	6.0	1	93.0
2300.BB.4085.lavageRNA	6238.0	152	50.0	1	0.0	0	93.0
2300.BB.4087.anus	136594.0	613	33.0	5	127.0	3	95.1
2300.BB.4087.colon	167986.0	398	174.0	5	39.0	3	95.1
2300.BB.4087.lavage20	139347.0	447	50.0	5	546.0	3	95.1
2300.BB.4087.lavageRNA	41230.0	329	57.0	6	40.0	3	95.1
678.OA.mesocosm.351	105534.0	3906	0.0	0	2.0	2	10.6
678.OA.mesocosm.357	52308.0	3191	0.0	0	1.0	1	11.0
678.OA.mesocosm.362	58613.0	3026	0.0	0	1.0	1	11.0
678.OA.mesocosm.363	106549.0	3780	0.0	0	2.0	1	11.0
678.OA.mesocosm.364	57729.0	3289	0.0	0	1.0	1	11.0
678.OA.mesocosm.365	50794.0	3007	0.0	0	2.0	1	11.0
678.OA.mesocosm.366	84161.0	3162	0.0	0	1.0	1	11.0
678.OA.mesocosm.368	98541.0	3921	0.0	0	1.0	1	11.0
678.OA.mesocosm.369	74418.0	3286	0.0	0	1.0	1	11.0
678.OA.mesocosm.374	20000.0	1881	0.0	0	2.0	2	10.8
678.OA.mesocosm.375	94241.0	3770	0.0	0	3.0	2	10.8
678.OA.mesocosm.379	71257.0	3258	0.0	0	1.0	1	12.1
678.OA.mesocosm.380	105306.0	3912	0.0	0	2.0	2	12.1
678.OA.mesocosm.381	89928.0	3509	0.0	0	4.0	4	12.1
678.OA.mesocosm.382	81933.0	3301	0.0	0	1.0	1	12.1
678.OA.mesocosm.384	37801.0	2846	0.0	0	1.0	1	12.1
678.OA.mesocosm.387	92296.0	3767	0.0	0	2.0	1	11.0
678.OA.mesocosm.389	171485.0	4597	0.0	0	2.0	1	11.0
678.OA.mesocosm.396	15823.0	2118	0.0	0	1.0	1	10.6
678.OA.mesocosm.400	59157.0	3679	0.0	0	1.0	1	10.8
678.OA.mesocosm.408	8617.0	1467	0.0	0	1.0	1	12.1
678.OA.mesocosm.409	47752.0	2533	0.0	0	1.0	1	12.1
678.OA.mesocosm.410	26873.0	2288	0.0	0	2.0	2	12.1
678.OA.mesocosm.411	87975.0	3609	0.0	0	1.0	1	12.1
678.OA.mesocosm.412	31122.0	2347	0.0	0	1.0	1	11.0
678.OA.mesocosm.413	49004.0	2981	0.0	0	1.0	1	11.0
678.OA.mesocosm.414	18723.0	1843	0.0	0	1.0	1	11.0
678.OA.mesocosm.421	48044.0	2936	0.0	0	1.0	1	11.1
678.OA.mesocosm.426	65956.0	3060	0.0	0	2.0	2	11.0
678.OA.mesocosm.436	28060.0	2274	0.0	0	1.0	1	11.6
678.OA.mesocosm.439	70654.0	3249	1.0	1	1.0	1	11.6
678.OA.mesocosm.443	40317.0	2319	0.0	0	1.0	1	10.5
678.OA.mesocosm.479	6351.0	1291	0.0	0	1.0	1	10.5
713.LS10.22	960.0	267	2.0	1	0.0	0	14.8
713.LS10.37	2303.0	305	0.0	0	1.0	1	18.4
713.TL11.39	3266.0	249	1.0	1	0.0	0	14.0
713.TL11.40	4417.0	334	1.0	1	0.0	0	14.0
713.TL11.85	3079.0	251	1.0	1	0.0	0	14.3
723.AcidCtrl1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	252931.0	1446	776.0	5	2.0	1	-1.64
723.AcidCtrl1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	119780.0	1080	33.0	1	0.0	0	-1.64
723.AcidCtrl2.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	95629.0	792	18.0	2	2.0	2	-1.64
723.AcidCtrl2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	1131569.0	1859	115.0	2	5.0	2	-1.64
723.AcidCtrl3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	441098.0	2011	1167.0	7	140.0	1	-1.64
723.AcidCtrl3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	100625.0	1005	5.0	1	0.0	0	-1.64
723.AcidLow1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	22891.0	154	2.0	1	0.0	0	-1.64
723.AcidLow1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	133686.0	1225	18.0	2	0.0	0	-1.64
723.AcidLow2.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	80468.0	797	56.0	4	0.0	0	-1.64
723.AcidLow2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	119884.0	1126	19.0	1	0.0	0	-1.64
723.AcidLow3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	161998.0	994	91.0	1	0.0	0	-1.64
723.AcidLow3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	89189.0	1089	5.0	1	4.0	2	-1.64
723.AcidMid1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	105186.0	978	191.0	5	0.0	0	-1.64
723.AcidMid1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	155749.0	1152	4.0	1	0.0	0	-1.64
723.AcidMid2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	127570.0	1232	7.0	1	0.0	0	-1.64
723.AcidMid3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	87591.0	1109	92.0	2	9.0	2	-1.64
723.AcidMid3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	253151.0	1520	21.0	2	1.0	1	-1.64
723.C10.0m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	139889.0	887	34.0	2	0.0	0	-1.6465
723.C10.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	10914.0	493	6.0	1	0.0	0	-1.6518
723.C10.10m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	863513.0	1911	18.0	2	0.0	0	-1.6518
723.C10.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	98648.0	970	20.0	1	0.0	0	-1.6518
723.C10.5m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	32642.0	719	10.0	1	0.0	0	-1.6517
723.C10.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	29418.0	654	4.0	1	0.0	0	-1.6517
723.C11.0m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	101539.0	972	93.0	2	12.0	1	-1.6453
723.C11.0m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	21653.0	630	1.0	1	0.0	0	-1.6453
723.C11.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	607694.0	1382	188.0	5	7.0	1	-1.6568
723.C11.10m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	33197.0	728	1.0	1	0.0	0	-1.6568
723.C11.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	166387.0	1194	41.0	1	5.0	2	-1.6571
723.C11.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	62581.0	917	1.0	1	0.0	0	-1.6571
723.C11.5m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	25462.0	704	3.0	1	0.0	0	-1.6569
723.C6.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	1298111.0	1141	305.0	2	0.0	0	-1.6428
723.C6.10m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	89438.0	1012	5.0	1	0.0	0	-1.6428
723.C6.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	22150.0	843	5.0	1	0.0	0	-1.6456
723.C6.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	175276.0	1390	4.0	1	1.0	1	-1.6456
723.C6.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	93598.0	1019	9.0	2	0.0	0	-1.6459
723.C7.0m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	135977.0	921	70.0	1	4.0	1	-1.6421
723.C7.0m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	208247.0	1272	7.0	1	0.0	0	-1.6421
723.C7.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	154075.0	1177	57.0	2	12.0	2	-1.6478
723.C7.10m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	93247.0	1071	4.0	1	1.0	1	-1.6478
723.C7.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	133958.0	1370	58.0	2	1.0	1	-1.6481
723.C7.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	113633.0	1092	4.0	1	0.0	0	-1.6481
723.C7.5m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	153275.0	1254	21.0	1	3.0	2	-1.6480000000000001
723.C7.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	1029062.0	2037	26.0	2	1.0	1	-1.6480000000000001
723.C8.0m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	97212.0	558	181.0	1	0.0	0	-1.6512
723.C8.0m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	283937.0	1485	14.0	1	0.0	0	-1.6512
723.C8.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	81143.0	905	59.0	1	2.0	1	-1.6508
723.C8.10m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	146569.0	1208	5.0	1	1.0	1	-1.6508
723.C8.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	88622.0	938	104.0	1	9.0	2	-1.6512
723.C8.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	122218.0	1114	6.0	1	0.0	0	-1.6512
723.C8.5m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	149654.0	811	109.0	3	0.0	0	-1.6512
723.C8.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	1071519.0	1867	61.0	1	0.0	0	-1.6512
723.C9.0m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	27708.0	269	3.0	1	0.0	0	-1.6496
723.C9.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	128459.0	428	120.0	2	0.0	0	-1.653
723.C9.10m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	126016.0	1090	2.0	1	0.0	0	-1.653
723.C9.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	19229.0	571	24.0	1	0.0	0	-1.6531
723.C9.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	21442.0	612	1.0	1	0.0	0	-1.6531
723.C9.5m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	126470.0	1006	16.0	1	4.0	1	-1.653
723.C9.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	91487.0	872	1.0	1	0.0	0	-1.653
723.IC1.S1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	60993.0	1251	437.0	4	10.0	3	-15.0
723.IC1.S1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	576667.0	1614	32.0	2	0.0	0	-15.0
723.IC1.S2.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	51143.0	1044	8.0	2	1.0	1	-10.0
723.IC1.S2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	214578.0	1735	14.0	2	0.0	0	-10.0
723.IC1.S3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	102554.0	1274	69.0	3	0.0	0	-5.0
723.IC1.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	185212.0	1726	12.0	1	4.0	2	-5.0
723.IC2.S1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	64639.0	1285	26.0	2	1.0	1	-15.0
723.IC2.S1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	805806.0	2051	62.0	1	0.0	0	-15.0
723.IC2.S2.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	418398.0	2272	5717.0	13	72.0	3	-10.0
723.IC2.S2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	232213.0	1291	133.0	2	0.0	0	-10.0
723.IC2.S3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	144196.0	1538	167.0	1	13.0	2	-5.0
723.IC2.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	333741.0	1773	21.0	2	1.0	1	-5.0
723.IC3.S1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	83867.0	1685	10.0	2	0.0	0	-15.0
723.IC3.S1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	197989.0	1747	12.0	1	3.0	3	-15.0
723.IC3.S2.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	6556.0	413	1.0	1	0.0	0	-10.0
723.IC3.S2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	136021.0	1449	10.0	1	2.0	2	-10.0
723.IC3.S3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	54991.0	1159	211.0	4	0.0	0	-5.0
723.IC3.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	133621.0	1270	20.0	2	0.0	0	-5.0
723.IC4.S1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	113468.0	1351	217.0	3	5.0	2	-15.0
723.IC4.S1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	43821.0	877	6.0	1	0.0	0	-15.0
723.IC4.S2.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	34635.0	1208	26.0	2	6.0	4	-10.0
723.IC4.S2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	42760.0	973	2.0	1	0.0	0	-10.0
723.IC4.S3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	29280.0	879	74.0	2	0.0	0	-5.0
723.IC4.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	400423.0	1524	118.0	2	1.0	1	-5.0
755.EF.ALPHA.09.06.11.lane1.NoIndex.L001	58924.0	2455	47.0	1	9.0	2	14.18
755.EF.ALPHA.22.07.11.lane1.NoIndex.L001	52585.0	2024	9.0	2	4.0	2	17.4
755.EF.ALPHA.30.06.11.lane1.NoIndex.L001	55989.0	2249	4.0	1	0.0	0	14.4
755.EF.BETA.02.06.11.lane1.NoIndex.L001	67668.0	785	7.0	1	4.0	1	14.28
755.EF.BETA.09.06.11.lane1.NoIndex.L001	67689.0	743	3.0	2	0.0	0	14.42
755.EF.BETA.22.07.11.lane1.NoIndex.L001	80576.0	1631	47.0	1	2.0	1	17.3
755.EF.BETA.26.05.11.lane1.NoIndex.L001	83815.0	1110	88.0	3	2.0	2	13.98
755.EF.BETA.30.06.11.lane1.NoIndex.L001	67695.0	1444	21.0	2	4.0	1	14.3
755.EF.DELTA.02.06.11.lane1.NoIndex.L001	56161.0	1930	20.0	1	1.0	1	14.64
755.EF.DELTA.09.06.11.lane1.NoIndex.L001	53614.0	1370	90.0	3	0.0	0	14.12
755.EF.DELTA.22.07.11.lane1.NoIndex.L001	68882.0	2305	23.0	3	4.0	2	17.42
755.EF.DELTA.26.05.11.lane1.NoIndex.L001	57722.0	1570	38.0	3	0.0	0	14.06
755.EF.DELTA.30.06.11.lane1.NoIndex.L001	43194.0	2643	2.0	1	2.0	2	14.3
755.EF.EPSILON.22.07.11.lane1.NoIndex.L001	44891.0	2063	12.0	1	2.0	2	17.52
755.EF.ETA.22.07.11.lane1.NoIndex.L001	46567.0	1394	7.0	1	1.0	1	17.68
755.EF.GAMMA.02.06.11.lane1.NoIndex.L001	68575.0	1755	7.0	2	5.0	1	14.52
755.EF.GAMMA.09.06.11.lane1.NoIndex.L001	57623.0	573	6.0	2	0.0	0	14.6
755.EF.GAMMA.22.07.11.lane1.NoIndex.L001	60297.0	1929	38.0	2	1.0	1	17.38
755.EF.GAMMA.26.05.11.lane1.NoIndex.L001	67458.0	1379	18.0	3	0.0	0	14.08
755.EF.GAMMA.30.06.11.lane1.NoIndex.L001	51394.0	1306	50.0	2	0.0	0	14.2
755.EFA.10.05.11.lane1.NoIndex.L001	84991.0	1214	21.0	2	5.0	1	13.0
755.EFA.12.07.11.lane1.NoIndex.L001	45062.0	819	224.0	3	0.0	0	14.44
755.EFA.14.06.11.lane1.NoIndex.L001	48191.0	1975	30.0	1	0.0	0	14.0
755.EFA.17.05.11.lane1.NoIndex.L001	59993.0	1145	57.0	2	0.0	0	12.16
755.EFA.19.07.11.lane1.NoIndex.L001	70677.0	1330	43.0	4	1.0	1	16.5
755.EFA.21.06.11.lane1.NoIndex.L001	74668.0	630	33.0	1	0.0	0	13.48
755.EFA.24.08.11.lane1.NoIndex.L001	52004.0	637	42.0	3	0.0	0	16.42
755.EFA.26.07.11.lane1.NoIndex.L001	58344.0	2755	10.0	1	2.0	2	16.9
755.EFA.28.06.11.lane1.NoIndex.L001	47662.0	1633	238.0	5	0.0	0	14.3
755.EFA.31.05.11.lane1.NoIndex.L001	65198.0	1322	75.0	2	0.0	0	12.2
755.EFB.06.07.11.lane1.NoIndex.L001	72548.0	2736	10.0	1	2.0	2	13.4
755.EFB.07.06.11.lane1.NoIndex.L001	70421.0	757	8.0	2	0.0	0	12.26
755.EFB.10.05.11.lane1.NoIndex.L001	83213.0	2090	21.0	3	0.0	0	12.88
755.EFB.12.07.11.lane1.NoIndex.L001	54387.0	1759	48.0	3	0.0	0	14.1
755.EFB.14.06.11.lane1.NoIndex.L001	53717.0	1676	29.0	1	0.0	0	12.7
755.EFB.17.05.11.lane1.NoIndex.L001	57752.0	1668	133.0	2	0.0	0	11.84
755.EFB.18.10.11.lane1.NoIndex.L001	63887.0	1159	17.0	1	0.0	0	9.48
755.EFB.19.07.11.lane1.NoIndex.L001	78885.0	1718	165.0	5	0.0	0	16.3
755.EFB.20.09.11.lane1.NoIndex.L001	52961.0	1696	3.0	1	1.0	1	12.94
755.EFB.21.06.11.lane1.NoIndex.L001	46197.0	2386	1.0	1	3.0	2	13.48
755.EFB.24.08.11.lane1.NoIndex.L001	68408.0	2194	17.0	2	3.0	2	14.88
755.EFB.26.07.11.lane1.NoIndex.L001	64174.0	2485	13.0	2	1.0	1	16.2
755.EFB.28.06.11.lane1.NoIndex.L001	55662.0	452	431.0	4	0.0	0	13.48
755.EFB.31.05.11.lane1.NoIndex.L001	52354.0	908	110.0	3	0.0	0	12.26
755.INA.06.07.11.lane1.NoIndex.L001	61277.0	1715	21.0	2	0.0	0	13.64
755.INA.10.05.11.lane1.NoIndex.L001	31852.0	875	269.0	4	0.0	0	12.7
755.INA.12.07.11.lane1.NoIndex.L001	68976.0	1129	110.0	3	0.0	0	14.94
755.INA.14.06.11.lane1.NoIndex.L001	53671.0	2462	13.0	1	0.0	0	13.48
755.INA.17.05.11.lane1.NoIndex.L001	70947.0	751	14.0	2	0.0	0	12.58
755.INA.19.04.11.lane1.NoIndex.L001	65893.0	2049	2.0	1	1.0	1	12.6
755.INA.19.07.11.lane1.NoIndex.L001	62609.0	3014	27.0	3	3.0	2	16.66
755.INA.21.06.11.lane1.NoIndex.L001	54041.0	1315	6.0	2	0.0	0	14.02
755.INA.24.08.11.lane1.NoIndex.L001	55098.0	2514	15.0	1	0.0	0	15.74
755.INA.28.06.11.lane1.NoIndex.L001	67942.0	2683	21.0	2	4.0	2	15.14
755.INA.31.05.11.lane1.NoIndex.L001	69892.0	1152	74.0	3	1.0	1	12.78
755.INB.06.07.11.lane1.NoIndex.L001	62328.0	3014	23.0	1	3.0	1	13.36
755.INB.07.06.11.lane1.NoIndex.L001	60956.0	2264	73.0	5	1.0	1	13.54
755.INB.10.05.11.lane1.NoIndex.L001	64501.0	2159	56.0	1	5.0	1	12.58
755.INB.12.07.11.lane1.NoIndex.L001	70790.0	2318	42.0	4	1.0	1	14.72
755.INB.14.06.11.lane1.NoIndex.L001	55365.0	1983	49.0	4	0.0	0	13.7
755.INB.17.05.11.lane1.NoIndex.L001	83109.0	1260	64.0	2	4.0	2	12.32
755.INB.18.10.11.lane1.NoIndex.L001	32615.0	1643	26.0	2	0.0	0	9.22
755.INB.19.07.11.lane1.NoIndex.L001	72474.0	1632	52.0	4	2.0	1	16.8
755.INB.20.09.11.lane1.NoIndex.L001	55895.0	1702	2.0	1	0.0	0	13.12
755.INB.21.06.11.lane1.NoIndex.L001	49376.0	2350	0.0	0	4.0	2	14.02
