	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	temp
10245.26.Drnum3.day10.Bag6	7015.0	283	1104.0	5	3.0	1	28.4
10245.26.Drnum3.day10.Bag6	2442.0	163	390.0	3	3.0	1	28.4
10245.27.Drnum3.day10.Bag7	5606.0	163	508.0	3	0.0	0	28.0
10245.27.Drnum3.day10.Bag7	1648.0	126	149.0	4	0.0	0	28.0
10245.28.Drnum3.day10.Bag8	6920.0	32	1942.0	5	0.0	0	28.1
10245.28.Drnum3.day10.Bag8	2517.0	14	639.0	4	0.0	0	28.1
10245.29.Drnum3.day10.Bag9	5613.0	305	735.0	4	0.0	0	27.9
10245.29.Drnum3.day10.Bag9	1814.0	193	252.0	3	0.0	0	27.9
10245.31.Drnum4.day15.Bag1	41902.0	1173	1265.0	11	32.0	3	27.2
10245.31.Drnum4.day15.Bag1	12752.0	801	368.0	7	4.0	2	27.2
10245.32.Drnum4.day15.Bag2	41758.0	545	5354.0	11	0.0	0	26.1
10245.32.Drnum4.day15.Bag2	14787.0	419	1893.0	10	0.0	0	26.1
10245.33.Drnum4.day15.Bag3	43866.0	1104	2659.0	16	20.0	2	26.7
10245.33.Drnum4.day15.Bag3	14067.0	802	912.0	10	5.0	1	26.7
10245.34.Drnum4.day15.Bag4	35096.0	266	7505.0	13	0.0	0	26.5
10245.34.Drnum4.day15.Bag4	12076.0	205	2706.0	10	0.0	0	26.5
10245.35.Drnum4.day15.Bag5	36643.0	422	2676.0	17	0.0	0	29.0
10245.35.Drnum4.day15.Bag5	12219.0	300	985.0	15	0.0	0	29.0
10245.36.Drnum4.day15.Bag6	27532.0	148	1367.0	3	0.0	0	27.0
10245.36.Drnum4.day15.Bag6	9412.0	100	457.0	2	0.0	0	27.0
10245.37.Drnum4.day15.Bag7	41865.0	417	1716.0	10	0.0	0	27.8
10245.37.Drnum4.day15.Bag7	11886.0	288	514.0	6	0.0	0	27.8
10245.38.Drnum4.day15.Bag8	28913.0	260	520.0	5	0.0	0	26.7
10245.38.Drnum4.day15.Bag8	10096.0	189	192.0	5	0.0	0	26.7
10245.39.Drnum4.day15.Bag9	30086.0	1505	2344.0	16	5.0	2	27.2
10245.39.Drnum4.day15.Bag9	9148.0	810	794.0	13	6.0	3	27.2
10245.40.Drnum4.day15.Bag10	42348.0	1764	1358.0	15	59.0	3	26.4
10245.40.Drnum4.day15.Bag10	13282.0	886	446.0	9	23.0	1	26.4
10245.41.Drnum5.day22.Bag1	28099.0	124	178.0	3	0.0	0	31.1
10245.41.Drnum5.day22.Bag1	8406.0	74	57.0	2	0.0	0	31.1
10245.42.Drnum5.day22.Bag2	39602.0	276	4643.0	9	29.0	1	30.6
10245.42.Drnum5.day22.Bag2	14216.0	215	1580.0	9	18.0	1	30.6
10245.43.Drnum5.day22.Bag3	46004.0	188	4355.0	10	0.0	0	31.2
10245.43.Drnum5.day22.Bag3	16990.0	93	1451.0	7	0.0	0	31.2
10245.44.Drnum5.day22.Bag4	38208.0	1316	2945.0	16	26.0	2	30.7
10245.44.Drnum5.day22.Bag4	12308.0	882	1000.0	9	12.0	1	30.7
10245.45.Drnum5.day22.Bag5	37469.0	201	2349.0	9	0.0	0	33.3
10245.45.Drnum5.day22.Bag5	10782.0	149	609.0	7	0.0	0	33.3
10245.46.Drnum5.day22.Bag6	34616.0	199	2224.0	7	0.0	0	32.8
10245.46.Drnum5.day22.Bag6	11923.0	150	770.0	4	0.0	0	32.8
10245.47.Drnum5.day22.Bag7	33502.0	163	1186.0	6	0.0	0	31.3
10245.47.Drnum5.day22.Bag7	12163.0	143	498.0	6	0.0	0	31.3
10245.48.Drnum5.day22.Bag8	31723.0	329	571.0	5	0.0	0	30.4
10245.48.Drnum5.day22.Bag8	9342.0	181	137.0	4	0.0	0	30.4
10245.49.Drnum5.day22.Bag9	33397.0	177	23175.0	15	1.0	1	30.7
10245.49.Drnum5.day22.Bag9	11062.0	115	7383.0	10	0.0	0	30.7
10245.50.Drnum5.day22.Bag10	38161.0	2209	590.0	16	9.0	2	30.3
10245.50.Drnum5.day22.Bag10	12398.0	1143	203.0	6	4.0	1	30.3
10245.51.Drnum6.day29.Bag1	49715.0	333	2455.0	7	0.0	0	31.2
10245.51.Drnum6.day29.Bag1	15650.0	229	781.0	8	0.0	0	31.2
10245.52.Drnum6.day29.Bag2	47417.0	250	11936.0	12	4.0	1	30.0
10245.52.Drnum6.day29.Bag2	16155.0	150	4368.0	12	4.0	1	30.0
10245.53.Drnum6.day29.Bag3	51357.0	3100	2081.0	19	36.0	3	32.0
10245.53.Drnum6.day29.Bag3	16850.0	1618	695.0	14	7.0	1	32.0
10245.54.Drnum6.day29.Bag4	44017.0	781	1232.0	8	6.0	1	30.2
10245.54.Drnum6.day29.Bag4	15297.0	563	418.0	7	4.0	1	30.2
10245.55.Drnum6.day29.Bag5	41105.0	939	2809.0	14	30.0	1	32.9
10245.55.Drnum6.day29.Bag5	13818.0	693	1093.0	14	5.0	1	32.9
10245.56.Drnum6.day29.Bag6	46789.0	394	4102.0	12	16.0	1	31.0
10245.56.Drnum6.day29.Bag6	15530.0	262	1404.0	11	3.0	1	31.0
10245.57.Drnum6.day29.Bag7	33894.0	153	6.0	3	3.0	1	30.4
10245.57.Drnum6.day29.Bag7	10822.0	98	6.0	2	0.0	0	30.4
10245.58.Drnum6.day29.Bag8	38993.0	1596	2828.0	21	294.0	2	29.5
10245.58.Drnum6.day29.Bag8	13215.0	993	867.0	10	144.0	3	29.5
10245.59.Drnum6.day29.Bag9	39227.0	650	3714.0	15	37.0	2	31.0
10245.59.Drnum6.day29.Bag9	11924.0	426	1043.0	10	0.0	0	31.0
10245.60.Drnum6.day29.Bag10	40559.0	672	4113.0	14	0.0	0	29.8
10245.60.Drnum6.day29.Bag10	13788.0	518	1431.0	12	0.0	0	29.8
10245.61.Drnum7.day36.Bag1	24766.0	137	15.0	1	0.0	0	29.2
10245.61.Drnum7.day36.Bag1	7074.0	83	2.0	1	0.0	0	29.2
10245.62.Drnum7.day36.Bag2	19523.0	96	12.0	1	0.0	0	29.1
10245.62.Drnum7.day36.Bag2	6293.0	51	1.0	1	0.0	0	29.1
10245.63.Drnum7.day36.Bag3	51388.0	1785	5408.0	20	82.0	1	30.4
10245.63.Drnum7.day36.Bag3	17785.0	1057	1996.0	16	21.0	1	30.4
10245.64.Drnum7.day36.Bag4	16027.0	353	447.0	5	0.0	0	31.2
10245.64.Drnum7.day36.Bag4	5690.0	205	154.0	4	0.0	0	31.2
10245.66.Drnum7.day36.Bag6	13459.0	80	117.0	1	0.0	0	29.0
10245.66.Drnum7.day36.Bag6	4080.0	53	47.0	1	0.0	0	29.0
10245.67.Drnum7.day36.Bag7	46354.0	2440	2272.0	15	69.0	2	28.6
10245.67.Drnum7.day36.Bag7	15600.0	1461	879.0	11	24.0	1	28.6
10245.68.Drnum7.day36.Bag8	27881.0	131	17.0	4	0.0	0	28.2
10245.68.Drnum7.day36.Bag8	9271.0	79	1.0	1	0.0	0	28.2
10245.69.Drnum7.day36.Bag9	45771.0	402	9732.0	19	134.0	1	29.3
10245.69.Drnum7.day36.Bag9	15821.0	283	3058.0	13	65.0	1	29.3
10245.70.Drnum7.day36.Bag10	40068.0	191	17003.0	13	0.0	0	28.7
10245.70.Drnum7.day36.Bag10	15147.0	115	6242.0	10	0.0	0	28.7
10245.71.Drnum8.day43.Bag1	46.0	15	16.0	1	0.0	0	30.1
10245.72.Drnum8.day43.Bag2	43608.0	491	14700.0	20	8.0	1	29.4
10245.72.Drnum8.day43.Bag2	13441.0	313	4347.0	15	0.0	0	29.4
10245.73.Drnum8.day43.Bag3	36248.0	143	383.0	3	0.0	0	30.3
10245.73.Drnum8.day43.Bag3	11925.0	90	152.0	2	0.0	0	30.3
10245.74.Drnum8.day43.Bag4	40918.0	2007	5175.0	21	76.0	3	29.9
10245.74.Drnum8.day43.Bag4	11915.0	1066	1458.0	17	26.0	2	29.9
10245.75.Drnum8.day43.Bag5	36935.0	541	3159.0	16	28.0	1	31.2
10245.75.Drnum8.day43.Bag5	12900.0	410	1063.0	13	16.0	1	31.2
10245.76.Drnum8.day43.Bag6	27403.0	129	79.0	3	3.0	1	31.6
10245.76.Drnum8.day43.Bag6	8881.0	90	32.0	1	0.0	0	31.6
10245.77.Drnum8.day43.Bag7	38550.0	663	8436.0	19	18.0	1	31.7
10245.77.Drnum8.day43.Bag7	12966.0	501	2714.0	13	10.0	1	31.7
10245.78.Drnum8.day43.Bag8	27747.0	315	631.0	8	0.0	0	29.6
10245.78.Drnum8.day43.Bag8	8034.0	227	163.0	4	0.0	0	29.6
10245.79.Drnum8.day43.Bag9	42085.0	2753	2570.0	15	14.0	1	31.2
10245.79.Drnum8.day43.Bag9	13620.0	1627	853.0	7	4.0	1	31.2
10245.80.Drnum8.day43.Bag10	41540.0	400	5496.0	11	0.0	0	29.5
10245.80.Drnum8.day43.Bag10	13852.0	296	1925.0	7	0.0	0	29.5
10245.81.Drnum9.day53.Bag1	38772.0	371	1975.0	13	0.0	0	27.1
10245.81.Drnum9.day53.Bag1	11756.0	251	668.0	6	0.0	0	27.1
10245.82.Drnum9.day53.Bag2	24179.0	125	509.0	5	0.0	0	26.7
10245.82.Drnum9.day53.Bag2	7029.0	77	195.0	2	0.0	0	26.7
10245.83.Drnum9.day53.Bag3	38348.0	306	884.0	8	0.0	0	27.5
10245.83.Drnum9.day53.Bag3	12838.0	228	343.0	6	0.0	0	27.5
10245.84.Drnum9.day53.Bag4	37665.0	351	16804.0	17	0.0	0	27.1
10245.84.Drnum9.day53.Bag4	13695.0	269	6116.0	7	0.0	0	27.1
10245.85.Drnum9.day53.Bag5	42621.0	281	20209.0	15	0.0	0	28.4
10245.85.Drnum9.day53.Bag5	13904.0	179	6134.0	11	0.0	0	28.4
10245.86.Drnum9.day53.Bag6	33805.0	302	4455.0	16	0.0	0	28.0
10245.86.Drnum9.day53.Bag6	9640.0	198	1352.0	10	0.0	0	28.0
10245.87.Drnum9.day53.Bag7	43076.0	399	5778.0	10	14.0	2	25.8
10245.87.Drnum9.day53.Bag7	14065.0	279	1883.0	7	0.0	0	25.8
10245.88.Drnum9.day53.Bag8	34353.0	206	1349.0	8	0.0	0	26.2
10245.88.Drnum9.day53.Bag8	10992.0	153	401.0	9	0.0	0	26.2
10245.89.Drnum9.day53.Bag9	48330.0	1519	2168.0	14	43.0	6	26.9
10245.89.Drnum9.day53.Bag9	16321.0	915	818.0	8	16.0	3	26.9
10245.90.Drnum9.day53.Bag10	43523.0	561	6916.0	20	115.0	1	26.1
10245.90.Drnum9.day53.Bag10	15526.0	383	2395.0	11	40.0	1	26.1
10245.91.Drnum10.day65.Bag1	37239.0	157	16154.0	14	0.0	0	26.0
10245.91.Drnum10.day65.Bag1	13915.0	93	5656.0	12	0.0	0	26.0
10245.92.Drnum10.day65.Bag2	35449.0	251	28954.0	14	0.0	0	26.5
10245.92.Drnum10.day65.Bag2	12481.0	191	9892.0	11	0.0	0	26.5
10245.93.Drnum10.day65.Bag3	38282.0	442	6931.0	17	18.0	2	25.9
10245.93.Drnum10.day65.Bag3	13882.0	274	2517.0	17	11.0	2	25.9
10245.94.Drnum10.day65.Bag4	28383.0	168	888.0	2	0.0	0	25.7
10245.94.Drnum10.day65.Bag4	9333.0	118	294.0	3	0.0	0	25.7
10245.95.Drnum10.day65.Bag5	47864.0	2309	2930.0	23	215.0	1	25.7
10245.95.Drnum10.day65.Bag5	14895.0	1124	869.0	12	48.0	1	25.7
10245.96.Drnum10.day65.Bag6	34511.0	354	5817.0	8	0.0	0	25.9
10245.96.Drnum10.day65.Bag6	12015.0	252	2055.0	11	0.0	0	25.9
10245.97.Drnum10.day65.Bag7	49.0	16	8.0	1	0.0	0	25.7
10245.98.Drnum10.day65.Bag8	40370.0	316	2314.0	10	0.0	0	25.8
10245.98.Drnum10.day65.Bag8	14430.0	208	866.0	7	0.0	0	25.8
10245.99.Drnum10.day65.Bag9	37970.0	136	983.0	6	0.0	0	25.5
10245.99.Drnum10.day65.Bag9	12965.0	75	341.0	2	0.0	0	25.5
10346.1	27120.0	157	1.0	1	0.0	0	26.7
10346.10	58975.0	1357	1.0	1	0.0	0	28.9
10346.100	29427.0	755	0.0	0	1.0	1	28.9
10346.105	42927.0	1205	0.0	0	1.0	1	28.9
10346.11	49829.0	1350	3.0	2	0.0	0	28.9
10346.110	35845.0	650	1.0	1	0.0	0	28.9
10346.114	42685.0	251	1.0	1	0.0	0	28.9
10346.125	35472.0	576	1.0	1	0.0	0	28.9
10346.37	59797.0	491	327.0	13	0.0	0	28.3
10346.40	46833.0	1155	2.0	1	1.0	1	28.3
10346.50	84194.0	1314	0.0	0	1.0	1	28.3
10346.52	3037.0	98	43.0	2	0.0	0	28.3
10346.64	34881.0	1797	1.0	1	0.0	0	28.9
10346.67	41737.0	773	14.0	1	0.0	0	27.8
10346.68	20373.0	208	1.0	1	0.0	0	27.8
10346.69	4123.0	201	17.0	1	0.0	0	27.8
10346.75	37231.0	312	2.0	1	0.0	0	28.9
10346.82	58225.0	511	1.0	1	0.0	0	28.9
10346.94	33912.0	929	4.0	1	0.0	0	28.9
10346.AF10.10.15	66605.0	431	136.0	3	0.0	0	17.8
10346.AF10.4.7	78087.0	530	2.0	1	0.0	0	14.0
10346.AF10.5.15	60872.0	359	5.0	1	0.0	0	15.9
10346.AF10.8.7	56149.0	492	1.0	1	0.0	0	20.9
10346.AF10.9.7	69137.0	347	2.0	1	0.0	0	22.1
10346.AF11.3.7	45489.0	445	167.0	5	0.0	0	13.3
10346.AF11.5.9	60488.0	693	1.0	1	0.0	0	18.0
10346.AF11.8.15	51470.0	421	1.0	1	0.0	0	22.8
10346.ALG12.103	14235.0	1530	1.0	1	1.0	1	20.4
10346.ALG12.105	59659.0	827	0.0	0	2.0	1	16.7
10346.ALG12.110	4106.0	783	0.0	0	3.0	1	16.7
10346.ALG12.111	7799.0	995	16.0	1	0.0	0	16.7
10346.ALG12.112	18118.0	1011	0.0	0	2.0	1	16.7
10346.ALG12.114	24388.0	2015	0.0	0	2.0	1	16.7
10346.ALG12.2	58659.0	1281	0.0	0	1.0	1	20.4
10346.ALG12.92	46515.0	465	0.0	0	3.0	1	20.4
10346.ALG12.99	45617.0	214	3.0	1	0.0	0	20.4
10346.AW10.10.II	35819.0	1787	34.0	8	1.0	1	17.8
10346.AW10.10.III	43321.0	1840	37.0	5	1.0	1	17.8
10346.AW10.11.I	34448.0	1585	5.0	3	1.0	1	15.7
10346.AW10.11.II	39450.0	1658	2.0	2	0.0	0	15.7
10346.AW10.12.I	42572.0	1786	7.0	3	0.0	0	13.8
10346.AW10.12.II	13030.0	1118	5.0	3	0.0	0	13.8
10346.AW10.12.III	25528.0	1589	186.0	6	0.0	0	13.8
10346.AW10.3.I	44971.0	1425	2.0	1	4.0	1	12.6
10346.AW10.3.II	55030.0	1504	15.0	3	0.0	0	12.6
10346.AW10.3.III	39158.0	1257	7.0	3	1.0	1	12.6
10346.AW10.4.I	52283.0	1053	5.0	4	2.0	2	14.0
10346.AW10.4.II	54742.0	1216	9.0	4	0.0	0	14.0
10346.AW10.4.III	56084.0	1130	10.0	5	0.0	0	14.0
10346.AW10.5.I	42838.0	1321	13.0	4	0.0	0	15.9
10346.AW10.5.II	46079.0	1406	20.0	6	0.0	0	15.9
10346.AW10.5.III	32124.0	1041	14.0	7	1.0	1	15.9
10346.AW10.7.II	30464.0	951	2.0	2	0.0	0	22.5
10346.AW10.7.III	39426.0	1122	16.0	2	0.0	0	22.5
10346.AW10.8.I	39386.0	1344	4.0	2	1.0	1	20.9
10346.AW10.8.II	34989.0	1174	54.0	3	1.0	1	20.9
10346.AW10.8.III	46340.0	1285	11.0	3	2.0	1	20.9
10346.AW10.9.I	44610.0	1394	9.0	3	0.0	0	22.1
10346.AW10.9.II	40307.0	1152	4.0	2	0.0	0	22.1
10346.AW10.9.III	53852.0	1478	8.0	4	0.0	0	22.1
10346.AW11.1.I	64724.0	1664	17.0	4	0.0	0	13.1
10346.AW11.1.II	42082.0	1405	8.0	1	0.0	0	13.1
10346.AW11.1.III	23661.0	1039	3.0	2	0.0	0	13.1
10346.AW11.2.I	47601.0	1765	15.0	4	0.0	0	12.7
10346.AW11.2.II	59717.0	1820	2.0	2	0.0	0	12.7
10346.AW11.2.III	38570.0	1537	3.0	3	0.0	0	12.7
10346.AW11.3.I	45624.0	1408	4.0	3	0.0	0	13.3
10346.AW11.3.II	8534.0	574	1.0	1	0.0	0	13.3
10346.AW11.4.I	453.0	191	2.0	2	0.0	0	14.9
10346.AW11.4.II	35883.0	1801	15.0	2	1.0	1	14.9
10346.AW11.4.III	42896.0	1798	23.0	5	2.0	1	14.9
10346.AW11.5.III	19998.0	880	9.0	1	0.0	0	18.0
10346.AW11.6.I	30311.0	1515	11.0	3	0.0	0	19.6
10346.AW11.6.II	14793.0	995	10.0	3	1.0	1	19.6
10346.AW11.6.III	34491.0	1356	7.0	3	1.0	1	19.6
10346.AW11.8.I	50664.0	1637	2.0	2	0.0	0	22.8
10346.AW11.8.III	46453.0	1751	5.0	5	3.0	1	22.8
10346.BH1.gDNA	50855.0	949	2.0	1	0.0	0	27.8
10346.IF2.23	47488.0	443	2.0	2	0.0	0	13.4
10346.IF2.7	53246.0	378	1.0	1	0.0	0	13.4
10346.IF2.WI	61022.0	1214	11.0	2	0.0	0	13.4
10346.IF2.WII	55596.0	1849	41.0	1	0.0	0	13.4
10346.IF2.WIII	64886.0	2186	25.0	1	0.0	0	13.4
10346.IF5.27	47287.0	403	10.0	2	0.0	0	25.4
10346.IF5.31	46391.0	496	1.0	1	0.0	0	25.4
10346.IF5.7	43114.0	454	98.0	2	0.0	0	13.4
10346.IF5.Wctr	28283.0	1472	3.0	1	0.0	0	25.4
10346.IF5.Wnh	36671.0	1787	2.0	1	0.0	0	25.4
10346.IO2.1	223.0	37	26.0	2	0.0	0	13.5
10346.IO2.18	55382.0	783	4.0	1	0.0	0	13.5
10346.IO2.35	47553.0	793	1.0	1	0.0	0	13.5
10346.IO2.36	53569.0	1469	2.0	2	0.0	0	13.5
10346.IO2.WI	44058.0	1861	1.0	1	0.0	0	13.5
10346.IO2.WII	52599.0	1928	77.0	4	0.0	0	13.5
10346.IO2.WIII	56968.0	2155	2.0	1	1.0	1	13.5
10346.IO5.1	51952.0	547	1.0	1	0.0	0	13.5
10346.IO5.Wctr	53228.0	1674	4.0	2	0.0	0	25.2
10346.IO5.Wnh	60097.0	2455	9.0	3	1.0	1	25.2
10346.ML1.water.gDNA	2.0	2	1.0	1	0.0	0	29.4
10346.ML2.water.gDNA	37443.0	612	1.0	1	0.0	0	29.4
10346.ML3.water.gDNA	41442.0	598	1.0	1	0.0	0	29.4
10346.PO10.3.18.1181336	68713.0	498	2.0	1	0.0	0	12.9
10346.PO10.4.18.1182329	46573.0	419	1.0	1	0.0	0	13.6
10346.PO10.5.1.1181804	47427.0	404	3.0	1	0.0	0	15.4
10346.SWBHMPV1	68380.0	1031	5.0	2	0.0	0	27.8
10346.SWBHMPV2	54841.0	1009	7.0	3	0.0	0	27.8
10346.SWBHMPV3	65237.0	1105	7.0	2	0.0	0	27.8
10346.SWBHSS1	65908.0	1071	2.0	1	0.0	0	29.4
10346.SWBHSS2	66597.0	1006	2.0	1	0.0	0	29.4
10346.SWBHSS3	67957.0	1037	1.0	1	0.0	0	29.4
10346.SWMX1.1	42674.0	918	0.0	0	1.0	1	29.0
10346.SWMX1.2	39569.0	851	1.0	1	0.0	0	29.0
10346.SWPRBV1	68848.0	1252	6.0	3	0.0	0	28.9
10346.SWPRBV2	44066.0	1062	3.0	1	0.0	0	28.9
10346.SWPRBV3	63281.0	1216	2.0	2	0.0	0	28.9
10346.SWPRD1	71601.0	1218	8.0	2	0.0	0	30.0
10346.SWPRD2	70845.0	1274	3.0	2	1.0	1	30.0
10346.SWPRD3	66419.0	2905	9.0	2	0.0	0	30.0
10346.TO10.10.19	66224.0	485	66.0	2	0.0	0	17.4
10346.TO10.6.7	40655.0	439	128.0	6	0.0	0	17.9
10346.TO11.2.19	46602.0	423	14.0	1	0.0	0	12.6
10346.TO11.2.22	44761.0	429	20.0	2	0.0	0	12.6
10346.TO11.3.22	29246.0	496	2.0	2	0.0	0	13.1
10346.TO11.4.7	53816.0	731	3.0	1	0.0	0	14.2
10346.TV10.10.7	50045.0	459	213.0	4	0.0	0	17.4
10346.TV10.11.2	55742.0	467	4.0	3	0.0	0	15.9
10346.TV10.12.12	77886.0	705	3.0	1	0.0	0	13.7
10346.TV10.12.2	69955.0	663	2.0	1	0.0	0	13.7
10346.TV10.7.2	68971.0	455	7.0	2	0.0	0	22.5
10346.TV10.8.2	64262.0	498	2.0	2	0.0	0	16.3
10346.TV11.1.7	66567.0	452	14.0	2	0.0	0	12.7
10346.TV11.3.7	67574.0	566	100.0	4	0.0	0	13.1
10346.TV11.6.12	63455.0	471	0.0	0	2.0	1	18.5
10346.TW10.10.I	64334.0	1841	11.0	6	0.0	0	17.4
10346.TW10.10.II	31280.0	1267	6.0	3	0.0	0	17.4
10346.TW10.10.III	49385.0	1517	10.0	2	1.0	1	17.4
10346.TW10.11.I	34612.0	2261	6.0	3	1.0	1	15.9
10346.TW10.11.II	50932.0	2816	7.0	2	2.0	2	15.9
10346.TW10.11.III	58625.0	2665	8.0	3	1.0	1	15.9
10346.TW10.12.I	53772.0	2439	6.0	2	1.0	1	13.7
10346.TW10.12.II	24610.0	1784	17.0	3	0.0	0	13.7
10346.TW10.12.III	22216.0	1949	49.0	4	3.0	1	13.7
10346.TW10.3.I	59558.0	1723	10.0	2	0.0	0	12.9
10346.TW10.3.II	62043.0	2026	17.0	2	0.0	0	12.9
10346.TW10.3.III	60771.0	1956	16.0	1	0.0	0	12.9
10346.TW10.4.II	46468.0	1893	14.0	3	0.0	0	13.6
10346.TW10.4.III	52315.0	1968	22.0	6	0.0	0	13.6
10346.TW10.6.I	39169.0	1186	6.0	1	0.0	0	17.9
10346.TW10.6.II	45276.0	1246	2.0	2	0.0	0	17.9
10346.TW10.7.II	30047.0	630	1.0	1	0.0	0	22.5
10346.TW10.8.I	15954.0	1056	8.0	4	0.0	0	16.3
10346.TW10.8.II	39759.0	1722	63.0	4	1.0	1	16.3
10346.TW10.8.III	45055.0	1806	52.0	5	2.0	2	16.3
10346.TW10.9.I	41686.0	1247	1.0	1	0.0	0	20.0
10346.TW10.9.II	49921.0	1369	5.0	3	0.0	0	20.0
10346.TW10.9.III	65723.0	1753	7.0	4	2.0	1	20.0
10346.TW11.1.I	31926.0	1774	7.0	2	1.0	1	12.7
10346.TW11.1.II	26011.0	1644	3.0	2	0.0	0	12.7
10346.TW11.1.III	36691.0	1876	2.0	2	0.0	0	12.7
10346.TW11.2.I	47441.0	2237	5.0	1	0.0	0	12.6
10346.TW11.2.III	43112.0	2177	11.0	3	0.0	0	12.6
10346.TW11.3.I	53616.0	2062	11.0	5	0.0	0	13.1
10346.TW11.3.II	40061.0	1975	118.0	8	0.0	0	13.1
10346.TW11.3.III	32758.0	2015	14.0	3	0.0	0	13.1
10346.TW11.4.II	34686.0	2550	14.0	5	4.0	2	14.2
10346.TW11.5.III	43061.0	1543	18.0	4	0.0	0	16.3
10346.TW11.7.I	45580.0	964	5.0	4	0.0	0	22.4
10346.Webster.1.A5.5	22077.0	191	1.0	1	2.0	1	28.0
10346.Webster.1.A7.7	63663.0	362	1.0	1	0.0	0	28.0
10346.Webster.1.B6.18	54989.0	231	5.0	1	0.0	0	28.0
10346.Webster.1.C10.34	7833.0	208	3.0	1	0.0	0	26.6
10346.Webster.1.C4.28	58408.0	424	1.0	1	0.0	0	26.6
10346.Webster.1.C5.29	44833.0	314	5.0	1	0.0	0	26.6
10346.Webster.1.C9.33	59419.0	252	1.0	1	0.0	0	26.6
10346.Webster.1.D11.47	48125.0	430	1.0	1	0.0	0	23.5
10346.Webster.1.D3.39	72323.0	253	1.0	1	0.0	0	23.5
10346.Webster.1.E8.56	82693.0	1673	0.0	0	1.0	1	23.5
10346.Webster.1.F10.70	39495.0	414	1.0	1	0.0	0	22.2
10346.Webster.1.F9.69	107241.0	763	1.0	1	0.0	0	22.2
10346.Webster.1.G6.78	7.0	4	1.0	1	0.0	0	22.2
10346.Webster.2.A10.104	137.0	12	1.0	1	0.0	0	22.2
10346.Webster.2.A6.100	45167.0	345	44.0	1	0.0	0	22.2
10346.Webster.2.B1.107	38048.0	239	0.0	0	1.0	1	22.2
10346.Webster.2.B11.117	4.0	4	1.0	1	0.0	0	22.2
10346.Webster.2.C7.124	124164.0	671	3.0	1	0.0	0	28.0
10346.Webster.2.C8.125	63167.0	651	2.0	1	0.0	0	28.0
10346.Webster.2.D1.130	67153.0	658	2.0	1	0.0	0	28.0
10346.Webster.2.D11.140	55495.0	329	1.0	1	0.0	0	28.0
10346.Webster.2.D5.134	83292.0	426	2.0	1	1.0	1	28.0
10346.Webster.2.D7.136	159415.0	512	1.0	1	0.0	0	28.0
10346.Webster.2.E1.142	48500.0	506	1.0	1	0.0	0	28.0
10346.Webster.2.E10.151	61242.0	372	1.0	1	1.0	1	28.0
10346.Webster.2.E12.153	59437.0	352	0.0	0	1.0	1	28.0
10346.Webster.2.E6.147	137755.0	1129	3.0	1	0.0	0	28.0
10346.Webster.2.E8.149	62352.0	336	1.0	1	0.0	0	28.0
10346.Webster.2.E9.150	60248.0	342	2.0	1	0.0	0	28.0
10346.Webster.2.F1.154	114835.0	446	8.0	1	0.0	0	28.0
10346.Webster.2.F3.156	54498.0	307	1.0	1	0.0	0	28.0
10346.Webster.2.F6.159	116248.0	459	1.0	1	0.0	0	28.0
10346.Webster.2.F8.161	28426.0	317	1.0	1	0.0	0	28.0
10346.Webster.2.G1.166	109462.0	495	13.0	1	0.0	0	28.0
10346.Webster.2.G11.176	57057.0	364	2.0	1	0.0	0	28.0
10346.Webster.2.G9.174	89673.0	408	1.0	1	0.0	0	28.0
10346.Webster.2.H1.178	50375.0	370	10.0	1	0.0	0	28.0
10346.Webster.2.H10.187	21.0	10	1.0	1	0.0	0	26.8
10346.Webster.2.H5.182	119603.0	940	0.0	0	2.0	1	26.8
10346.Webster.3.A12.200	2293.0	111	5.0	1	0.0	0	26.8
10346.Webster.3.A9.197	122600.0	1662	2.0	1	0.0	0	26.8
10346.Webster.3.B4.204	65840.0	584	1.0	1	0.0	0	26.8
10346.Webster.3.B9.209	101110.0	486	1.0	1	0.0	0	26.8
10346.Webster.3.C1.213	86708.0	792	1.0	1	0.0	0	26.8
10346.Webster.3.C3.215	53169.0	564	1.0	1	0.0	0	23.3
10346.Webster.3.C5.217	62785.0	743	1.0	1	0.0	0	23.3
10346.Webster.3.C9.221	114647.0	1532	4.0	1	0.0	0	23.3
10346.Webster.3.D6.230	65529.0	827	1.0	1	0.0	0	23.3
10346.Webster.3.D8.232	96511.0	1134	2.0	2	0.0	0	28.4
10346.Webster.3.D9.233	64525.0	870	9.0	4	0.0	0	28.4
10346.Webster.3.E6.242	41229.0	438	1.0	1	0.0	0	28.4
10346.Webster.3.F1.249	62300.0	858	1.0	1	0.0	0	28.6
10346.Webster.3.F2.250	59399.0	753	0.0	0	1.0	1	28.6
10346.Webster.3.F4.252	56070.0	831	1.0	1	0.0	0	28.6
10346.Webster.4.A12.294	101498.0	623	1.0	1	0.0	0	27.6
10346.Webster.4.B12.306	54444.0	430	1.0	1	0.0	0	28.4
10346.Webster.4.B8.302	93769.0	2715	0.0	0	1.0	1	28.4
10346.Webster.4.C12.318	59029.0	531	0.0	0	59.0	2	28.0
10346.Webster.4.D11.329	35088.0	488	1.0	1	0.0	0	28.0
10346.Webster.4.D9.327	59311.0	578	61.0	3	0.0	0	28.0
